一	nhất
谦	khiêm|khiệm
谧	mật|mịch
谨	cẩn
谩	mạn|man
谪	trích
谫	tiễn
谬	mậu
谭	đàm
谮	trấm|tiếm
谯	tiếu
谰	lan
谱	phổ|phả
谲	quyệt
谳	nghiện
谴	khiển
谵	chiêm|thiềm
谶	sấm
谷	cốc|lộc|dục
谿	khê
豀	hề
豁	khoát
豆	đậu
豇	giang
豈	khởi|khải
豉	thị
豋	đăng
豌	oản
豎	thụ
豐	phong
豒	trật
豔	diễm
豕	thỉ
豗	hôi
豚	đồn|độn
豝	ba
象	tượng
豢	hoạn
豨	hi
豪	hào
豫	dự|tạ
豬	trư
豳	bân
豷	ế
豸	trĩ|trại
豹	báo
豺	sài
豻	ngan
貂	điêu
貃	mạch
貅	hưu
貉	hạc|mạch
貌	mạo|mộc
貍	li|uất
貓	miêu
貔	tì
貛	hoan
貝	bối
貞	trinh
貟	viên
負	phụ
財	tài
貢	cống
貤	dị|di
貧	bần
貨	hóa
販	phiến|phán
貪	tham
貫	quán
責	trách|trái
貭	chất
貯	trữ
貰	thế
貲	ti
貳	nhị
貴	quý
貶	biếm
買	mãi
貸	thải|thắc
貺	huống
費	phí|bỉ
貼	thiếp
貽	di
貿	mậu
賀	hạ
賁	bí|phần|bôn
賂	lộ
賃	nhẫm
賄	hối
賅	cai
資	tư
賈	cổ|giá|giả
賊	tặc
賍	tang
賑	chẩn
賒	xa
賓	tân|thấn
賕	cầu
賙	chu
賚	lãi
賛	tán
賜	tứ
賝	sâm
賟	thưởng
賠	bồi
賡	canh
賢	hiền
賣	mại
賤	tiện
賦	phú
賨	tung
質	chất|chí
賬	trướng
賭	đổ
賮	tẫn
賴	lại
賵	phúng
賸	thứng|thặng
賺	trám
賻	phụ
購	cấu
賽	tái|trại
賾	trách
贄	chí
贅	chuế
贈	tặng
贉	đảm
贊	tán
贋	nhạn
贍	thiệm
贏	doanh
贐	tẫn
贑	cống
贒	hiền
贓	tang
贔	bí
贖	thục
贗	nhạn
贛	cống|cám
贝	bối
贞	trinh
负	phụ
贡	cống
财	tài
责	trách|trái
贤	hiền
败	bại
账	trướng
货	hóa
质	chất|chí
贩	phiến|phán
贪	tham
贫	bần
贬	biếm
购	cấu
贮	trữ
贯	quán
贰	nhị
贱	tiện
贲	bí|phần|bôn
贳	thế
贴	thiếp
贵	quý
贶	huống
贷	thải|thắc
贸	mậu
费	phí|bỉ
贺	hạ
贻	di
贼	tặc
贽	chí
贾	cổ|giá|giả
贿	hối
赀	ti
赁	nhẫm
赂	lộ
赃	tang
资	tư
赅	cai
赆	tẫn
赇	cầu
赈	chẩn
赉	lãi
赊	xa
赋	phú
赌	đổ
赎	thục
赐	tứ
赓	canh
赔	bồi
赖	lại
赘	chuế
赙	phụ
赚	trám
赛	tái|trại
赜	trách
赝	nhạn
赞	tán
赠	tặng
赡	thiệm
赢	doanh
赣	cống|cám
赤	xích|thích
赦	xá
赧	noản
赩	hách
赫	hách
赬	xanh|trinh
赭	giả
赯	đường
走	tẩu
赳	củ
赴	phó
赵	triệu
赶	cản
起	khởi
趁	sấn
趄	thư
超	siêu
越	việt|hoạt
趋	xu
趍	xu
趑	tư
趕	cản
趙	triệu
趟	tranh|thảng
趣	thú|xúc
趦	tư
趨	xu|xúc
趯	địch
趱	toản
趲	toản
足	túc
趵	bác
趸	độn
趹	quyết|quế
趺	phu
趼	nghiễn
趾	chỉ
跁	bả
跂	kì
跃	dược
跄	thương
跅	thác
跋	bạt
跌	điệt|trật
跎	đà
跏	già
跑	bào
跖	chích
跗	phụ
跚	san
跛	bả
距	cự
跞	lịch
跟	cân|ngân
跡	tích
跣	tiển
跦	trù
跧	thuyên
跨	khóa
跪	quỵ
跫	cung
跬	khuể
路	lộ
跰	nghiễn|kiển
跲	cấp
跳	khiêu
跴	thải
践	tiễn
跷	khiêu
跸	tất
跹	tiên
跻	tễ|tê
跼	cục
跽	kị
踁	hĩnh
踉	lương
踊	dũng
踌	trù
踏	đạp
踐	tiễn
踖	tích
踘	cúc
踝	hõa|khỏa
踞	cứ
踟	trì
踡	quyền
踢	thích
踣	phấu|bặc
踥	thiếp
踧	địch|túc
踩	thải
踪	tung
踬	chí
踯	trịch
踰	du
踱	đạc
踴	dũng
踵	chủng
踶	đệ|đề
踹	đoán|sủy
踽	củ
蹀	điệp
蹁	biên
蹂	nhựu|nhu
蹄	đề
蹇	kiển
蹈	đạo
蹉	tha|sa
蹊	hề
蹋	đạp
蹌	thương
蹍	niễn|chiển
蹏	đề
蹐	tích
蹑	niếp
蹒	bàn|man
蹕	tất
蹙	túc|xúc
蹜	súc
蹝	sỉ
蹞	khuế
蹟	tích
蹠	chích
蹡	thương
蹢	trịch|đích
蹣	bàn|man
蹤	tung
蹩	biệt
蹬	đặng
蹭	thặng
蹯	phiền
蹰	trù
蹲	tồn|tỗn
蹴	xúc
蹵	xúc
蹶	quyết|quệ
蹺	khiêu
蹻	kiểu|cược
蹼	bốc|phốc
躁	táo
躃	tích
躄	tích
躅	trục
躇	trừ
躉	độn
躊	trù
躋	tễ|tê
躍	dược
躏	lận
躐	liệp
躑	trịch
躒	lịch
躓	chí
躔	triền
躕	trù
躗	vệ
躚	tiên
躞	tiệp
躡	niếp
躧	sỉ
躩	khước|quặc
躪	lận
身	thân|quyên
躬	cung
躭	đam
躯	khu
躰	thể
躱	đóa
躳	cung
躺	thảng
軀	khu
車	xa
軋	yết|loát
軌	quỹ
軍	quân
軏	nguyệt|ngột
軒	hiên
軔	nhận
軛	ách
軟	nhuyễn
軡	linh
軫	chẩn
軶	ách
軸	trục
軹	chỉ
軺	diêu
軻	kha
軼	dật|điệt
軾	thức
輀	nhi
較	giác|giếu|giảo
輅	lộ|nhạ
輇	thuyên
輈	chu
載	tái|tại|tải
輊	chí
輒	triếp
輓	vãn
輔	phụ
輕	khinh|khánh
輗	nghê
輘	lăng
輙	triếp
輛	lượng
輜	truy
輝	huy
輞	võng
輟	xuyết|chuyết
輠	quả
輦	liễn
輧	bình
輩	bối
輪	luân
輭	nhuyễn
輮	nhụ
輯	tập
輳	thấu
輶	du
輸	thâu|thú
輹	phúc
輺	truy
輻	phúc|bức
輾	triển|niễn
輿	dư
轂	cốc
轄	hạt
轅	viên
轆	lộc
轇	giao
轉	chuyển|chuyến
轊	duệ
轍	triệt
轎	kiệu
轔	lân
轕	cát
轖	sắc
轗	khảm
轘	hoàn
轞	hạm
轟	oanh|hoanh
轡	bí
轢	lịch
轤	lô
车	xa
轧	yết|loát
轨	quỹ
轩	hiên
轫	nhận
转	chuyển|chuyến
轭	ách
轮	luân
软	nhuyễn
轰	oanh|hoanh
轲	kha
轳	lô
轴	trục
轵	chỉ
轶	dật|điệt
轸	chẩn
轹	lịch
轺	diêu
轻	khinh|khánh
轼	thức
载	tái|tại|tải
轾	chí
轿	kiệu
辁	thuyên
辂	lộ|nhạ
较	giác|giếu|giảo
辄	triếp
辅	phụ
辆	lượng
辇	liễn
辈	bối
辉	huy
辋	võng
辍	xuyết|chuyết
辎	truy
辏	thấu
辐	phúc|bức
辑	tập
输	thâu|thú
辔	bí
辕	viên
辖	hạt
辗	triển|niễn
辘	lộc
辙	triệt
辚	lân
辛	tân
辜	cô
辞	từ
辟	tích|tịch|phích|bễ|thí
辠	tội
辢	lạt
辤	từ
辥	tiết
辦	bạn|biện
辨	biện|biến
辩	biện
辫	biện
辭	từ
辮	biện
辯	biện
辰	thần|thìn
辱	nhục
農	nông
辵	sước
边	biên
辽	liêu
达	đạt
迁	thiên
迂	vu
迄	hất
迅	tấn
过	quá
迈	mại
迍	truân
迎	nghênh|nghịnh
运	vận
近	cận|cấn|ký
迓	nhạ
返	phản
迕	ngỗ
还	hoàn
这	giá|nghiện
进	tiến
远	viễn|viển
违	vi
连	liên
迟	trì|trí
迢	điều
迤	dĩ
迥	huýnh
迦	già|ca
迨	đãi
迩	nhĩ
迪	địch
迫	bách
迭	điệt
述	thuật
迳	kính
迷	mê
迹	tích
迺	nãi
追	truy|đôi
退	thối|thoái
送	tống
适	quát
逃	đào
逄	bàng
逅	cấu
逆	nghịch|nghịnh
逈	huýnh
选	tuyển|tuyến
逊	tốn
逋	bô
逍	tiêu
透	thấu
逐	trục
逑	cầu
递	đệ|đái
途	đồ
逕	kính
逖	địch
逗	đậu
這	giá|nghiện
通	thông
逛	cuống
逝	thệ
逞	sính
速	tốc
造	tạo|tháo (11 n)
逡	thuân
逢	phùng
連	liên
逦	lệ
逬	bính
逭	hoán
逮	đãi|đệ
週	chu
進	tiến
逴	trác|sước
逵	quỳ
逶	uy
逸	dật
逻	la
逼	bức
逾	du
遁	độn|tuần
遂	toại
遄	thuyên
遅	trì
遇	ngộ
遉	trình
遊	du
運	vận
遌	ngạc
遍	biến
過	quá|qua
遏	át
遐	hà
遑	hoàng
遒	tù
道	đạo|đáo
達	đạt
違	vi
遗	di|dị
遘	cấu
遛	lưu
遜	tốn
遝	đạp
遞	đệ|đái
遠	viễn|viển
遡	tố
遢	tháp
遣	khiển|khán
遥	diêu|dao
遨	ngao
適	thích|đích
遭	tao
遮	già
遯	độn
遰	đệ
遲	trì|trí
遴	lấn|lân
遵	tuân
遶	nhiễu
遷	thiên
選	tuyển|tuyến
遹	duật
遺	di|dị
遼	liêu
遽	cự
避	tị
邀	yêu
邁	mại
邂	giải
邃	thúy
還	hoàn|toàn
邅	chiên
邇	nhĩ
邈	mạc
邊	biên
邋	lạp
邏	la
邐	lệ
邑	ấp
邓	đặng
邕	ung
邘	vu
邙	mang
邛	cung
邝	quảng
邠	bân
邡	phương
邢	hình
那	na|nả
邦	bang
邨	thôn
邪	tà|da
邬	ổ
邮	bưu
邯	hàm
邰	thai
邱	khâu
邲	bật
邳	bi
邵	thiệu
邶	bội|bắc
邸	để
邹	trâu
邺	nghiệp
邻	lân
邾	chu
郁	úc
郃	cáp
郅	chất|chí
郇	tuân
郈	hậu
郉	hình
郊	giao
郏	giáp
郑	trịnh
郓	vận
郛	phu
郜	cáo
郝	hác
郞	lang
郟	giáp
郡	quận
郢	dĩnh
郤	khích
郦	li|lịch
郧	vân
郫	bì
郭	quách
郯	đàm
郰	châu
郴	sâm
郵	bưu
郸	đan
都	đô
郿	mi
鄀	nhược
鄂	ngạc
鄆	vận
鄉	hương
鄊	hương
鄏	nhục
鄒	trâu
鄔	ổ
鄕	hương|hướng
鄖	vân
鄘	dong
鄙	bỉ
鄜	phu
鄞	ngân
鄠	hộ
鄢	yên|yển
鄦	hứa
鄧	đặng
鄭	trịnh
鄯	thiện
鄰	lân
鄱	bà
鄲	đan
鄴	nghiệp
鄹	châu
鄺	quảng
酆	phong
酇	toản|tán
酈	li|lịch
酉	dậu
酊	đính
酋	tù
酌	chước
配	phối
酎	trữu
酒	tửu
酖	đam|chậm
酗	hú|húng
酝	uấn
酡	đà
酢	tạc
酣	hàm
酤	cô
酥	tô
酧	thù
酩	mính
酪	lạc
酬	thù
酱	tương
酲	trình
酴	đồ
酵	diếu
酷	khốc
酸	toan
酹	lỗi
酺	bô
酽	nghiệm
酾	si
酿	nhưỡng
醁	lục
醃	yêm
醅	phôi
醆	trản
醇	thuần
醉	túy
醊	chuyết
醋	thố
醍	thể|đề
醐	hồ
醑	tữ
醒	tỉnh
醕	thuần
醜	xú
醝	ta
醞	uấn
醢	hải
醨	li|ly
醪	lao|dao
醫	y
醬	tương
醭	phốc
醮	tiếu
醯	ê
醰	đàm
醱	bát|phát
醲	nùng
醴	lễ
醵	cự
醺	huân
醻	trù
醼	yến
醽	linh
醾	mi
釀	nhưỡng
釁	hấn
釂	tiếu
釃	si
釄	mi
釅	nghiệm
釆	biện
采	thải|thái
釉	dứu
释	thích|dịch
釋	thích|dịch
里	lý
重	trọng|trùng
野	dã
量	lượng|lương
釐	ly|hy
金	kim
釘	đinh
釜	phủ
針	châm
釣	điếu
釦	khẩu
釧	xuyến
釬	hạn
釭	công|cang
釵	sai|thoa
鈀	ba
鈇	phu
鈉	nột
鈍	độn
鈎	câu
鈐	kiềm
鈔	sao|sáo
鈕	nữu
鈞	quân
鈣	cái
鈴	linh
鈸	bạt
鈹	phi
鈺	ngọc
鈿	điền
鉀	giáp
鉄	thiết
鉅	cự
鉉	huyễn
鉋	bào
鉏	sừ|trở|tư
鉑	bạc
鉗	kiềm
鉛	duyên
鉞	việt
鉢	bát
鉤	câu
鉥	thuật
鉦	chinh
鉴	giám
鉶	hình
鉸	giảo
銀	ngân
銃	súng
銅	đồng
銎	khung
銑	tiển
銓	thuyên
銖	thù
銘	minh
銚	diêu|điệu|điều
銛	tiêm|thiểm
銜	hàm
銮	loan
銲	hãn
銷	tiêu
銹	tú
銻	đễ
鋁	lữ
鋃	lang
鋅	tử|tân
鋌	đĩnh|thính
鋏	kiệp (15 n)
鋒	phong
鋙	ngữ
鋝	luyệt (15 n)
鋟	tẩm|tiêm
鋤	sừ
鋩	mang
鋪	phô|phố
鋭	duệ|nhuệ
鋸	cứ
鋼	cương
錁	quả
錄	lục
錐	trùy
錔	thạp
錘	chuy|chùy
錚	tranh
錞	thuần|đỗi
錠	đĩnh
錡	kĩ|ki
錢	tiễn|tiền
錦	cẩm
錨	miêu
錫	tích
錮	cố
錯	thác
錳	mạnh
錾	tạm
鍊	luyện
鍋	oa
鍍	độ
鍔	ngạc
鍘	trát
鍛	đoán
鍤	tráp
鍥	khiết
鍪	mâu
鍫	thiêu
鍰	hoàn
鍱	diệp
鍳	giám
鍵	kiện
鍼	châm
鍾	chung
鍿	truy
鎂	mĩ
鎊	bàng|bảng
鎋	hạt
鎌	liêm
鎔	dong|dung
鎖	tỏa
鎗	sanh|thương|sang
鎚	chùy
鎛	bác
鎞	bề
鎡	tư
鎧	khải
鎪	sưu
鎬	hạo|cảo
鎭	trấn
鎰	dật
鎲	đảng
鎳	niết
鏁	tỏa
鏃	thốc
鏇	tuyền
鏈	liên
鏊	ngao
鏐	lưu
鏑	đích
鏖	ao
鏗	khanh
鏘	thương
鏜	thang
鏝	man
鏞	dong
鏟	sạn
鏡	kính
鏢	phiêu
鏤	lũ
鏨	tạm
鏹	cưỡng
鏽	tú
鐂	lưu
鐃	nao|nạo
鐋	thảng
鐍	quyết
鐎	tiêu
鐏	tỗn
鐐	liêu
鐓	đối|đôn
鐘	chung
鐙	đăng|đặng
鐧	giản
鐫	tuyên
鐮	liêm
鐲	trạc
鐳	lôi
鐵	thiết
鐶	hoàn
鐸	đạc
鐺	đang|sanh
鑄	chú
鑊	hoạch
鑌	tấn
鑑	giám
鑒	giám
鑕	chất
鑛	khoáng
鑞	lạp
鑠	thước
鑢	lự
鑣	tiêu
鑤	bào
鑪	lô
鑫	hâm
鑰	thược
鑱	sàm
鑲	tương
鑴	huề
鑵	quán
鑷	nhiếp
鑼	la
鑽	toản|toàn
鑾	loan
鑿	tạc
针	châm
钉	đinh
钏	xuyến
钓	điếu
钗	sai|thoa
钙	cái
钜	cự
钝	độn
钞	sao|sáo
钟	chung
钠	nột
钢	cương
钤	kiềm
钥	thược
钦	khâm
钧	quân
钩	câu
钮	nữu
钯	ba
钰	ngọc
钱	tiễn|tiền
钲	chinh
钳	kiềm
钵	bát
钹	bạt
钺	việt
钻	toản|toàn
钾	giáp
钿	điền
铁	thiết
铂	bạc
铃	linh
铄	thước
铅	duyên
铉	huyễn
铍	phi
铎	đạc
铗	kiệp (15 n)
铙	nao|nạo
铛	đang|sanh
铜	đồng
铝	lữ
铠	khải
铡	trát
铢	thù
铣	tiển
铤	đĩnh|thính
铨	thuyên
铫	diêu|điệu|điều
铭	minh
铮	tranh
铰	giảo
铲	sạn
铳	súng
铴	thảng
银	ngân
铸	chú
铺	phô|phố
链	liên
铿	khanh
销	tiêu
锁	tỏa
锄	sừ
锅	oa
锈	tú
锊	luyệt (15 n)
锋	phong
锌	tử|tân
锑	đễ
锒	lang
锓	tẩm|tiêm
错	thác
锚	miêu
锞	quả
锡	tích
锢	cố
锣	la
锤	chuy|chùy
锥	trùy
锦	cẩm
锭	đĩnh
键	kiện
锯	cứ
锰	mạnh
锲	khiết
锵	thương
锷	ngạc
锸	tráp
锺	chung
锻	đoán
锼	sưu
锾	hoàn
镀	độ
镁	mĩ
镂	lũ
镊	nhiếp
镌	tuyên
镍	niết
镐	hạo|cảo
镑	bàng|bảng
镒	dật
镔	tấn
镖	phiêu
镗	thang
镘	man
镛	dong
镜	kính
镝	đích
镞	thốc
镟	tuyền
镣	liêu
镦	đối|đôn
镪	cưỡng
镫	đăng|đặng
镬	hoạch
镭	lôi
镯	trạc
镰	liêm
镳	tiêu
镶	tương
長	trường|trưởng|trướng
长	trường|trưởng|trướng
門	môn
閂	soan
閃	thiểm
閈	hãn
閉	bế
開	khai
閎	hoành
閏	nhuận
閑	nhàn
閒	gian|nhàn|gián
間	gian
閔	mẫn
閘	áp|sạp
閙	náo
閟	bí
閡	ngại
閣	các
閤	cáp
閥	phiệt
閧	hống
閨	khuê
閩	mân
閫	khổn
閬	lãng|lang
閭	lư
閱	duyệt
閶	xương
閹	yêm
閼	át|yên
閽	hôn
閾	quắc|vực
閿	văn
闃	khuých
闇	ám
闈	vi
闉	nhân
闊	khoát
闋	khuyết
闌	lan
闍	đồ|xà
闐	điền
闑	niết
闒	tháp
闓	khải|khai
闔	hạp
闕	khuyết
闖	sấm
闘	đấu
闚	khuy
關	quan|loan
闞	hám|giảm
闠	hội
闡	xiển
闢	tịch
闤	hoàn
闥	thát
门	môn
闩	soan
闪	thiểm
闭	bế
问	vấn
闯	sấm
闰	nhuận
闱	vi
闲	nhàn
闳	hoành
间	gian
闵	mẫn
闷	muộn
闸	áp|sạp
闹	nháo|náo
闺	khuê
闻	văn|vấn|vặn
闼	thát
闽	mân
闾	lư
阀	phiệt
阁	các
阂	ngại
阃	khổn
阄	cưu
阅	duyệt
阆	lãng|lang
阈	quắc|vực
阉	yêm
阊	xương
阌	văn
阍	hôn
阏	át|yên
阐	xiển
阑	lan
阒	khuých
阔	khoát
阕	khuyết
阖	hạp
阗	điền
阙	khuyết
阚	hám|giảm
阜	phụ
队	đội
阡	thiên
阨	ách
阪	phản
阬	khanh
阮	nguyễn
阯	chỉ
阱	tịnh
防	phòng
阳	dương
阴	âm
阵	trận
阶	giai
阸	ách
阻	trở
阼	tộ
阽	diêm|điếm
阿	a|á
陀	đà
陂	pha|bi|bí
附	phụ
际	tế
陆	lục
陇	lũng
陈	trần|trận
陋	lậu
陌	mạch
降	hàng|giáng
限	hạn
陔	cai
陛	bệ
陜	xiểm|thiểm
陞	thăng
陟	trắc
陡	đẩu
院	viện
陣	trận
除	trừ
陧	niết
陨	vẫn|viên
险	hiểm
陪	bồi
陬	tưu
陰	âm
陲	thùy
陳	trần|trận
陴	bì|bài
陵	lăng
陶	đào|giao
陷	hãm
陸	lục
陻	nhân
陽	dương
陿	hiệp
隁	yển
隂	ẩm
隃	du
隄	đê
隅	ngung
隆	long
隈	ôi
隉	niết
隊	đội
隋	tùy|đọa
隍	hoàng
階	giai
随	tùy
隐	ẩn
隔	cách
隕	vẫn|viên
隖	ổ
隘	ải
隙	khích
際	tế
障	chướng
隤	đồi
隧	toại
隨	tùy
隩	áo|úc
險	hiểm
隰	thấp
隱	ẩn|ấn
隲	chất
隳	huy
隴	lũng
隶	đãi
隷	lệ
隸	lệ
隹	chuy
隻	chích
隼	chuẩn
隽	tuyển|tuấn
难	nan|nạn
雀	tước
雁	nhạn
雄	hùng
雅	nhã
集	tập
雇	cố
雉	trĩ
雊	cẩu
雋	tuyển|tuấn
雌	thư
雍	ung|úng
雎	sư|thư
雏	sồ
雒	lạc
雕	điêu
雖	tuy
雘	hoạch
雙	song
雛	sồ
雜	tạp
雝	ung
雞	kê
雟	huề|tủy
雠	thù
離	ly
難	nan|nạn
雨	vũ|vú
雩	vu
雪	tuyết
雯	văn
雰	phân
雲	vân
雳	lịch
零	linh
雷	lôi
雹	bạc
電	điện
雾	vụ
需	nhu
霁	tễ
霂	mộc
霄	tiêu
霆	đình
震	chấn
霈	bái
霉	môi
霍	hoắc
霎	siếp|sáp
霏	phi
霑	triêm
霓	nghê
霖	lâm
霙	anh
霛	linh
霜	sương
霞	hà
霡	mạch
霢	mạch
霤	lựu
霧	vụ
霭	ái
霰	tản
霱	duật
露	lộ
霸	phách|bá
霹	phích|tích
霽	tễ
霾	mai
靁	lôi
靂	lịch
靄	ái
靆	đãi
靈	linh
靉	ái
青	thanh
靓	tịnh
靖	tĩnh
静	tĩnh
靚	tịnh
靛	điện
靜	tĩnh
靝	thiên
非	phi
靠	kháo|khốc
靡	mĩ|mi
面	diện
靣	diện
靥	yếp
靦	điến
靧	hối
靨	yếp
革	cách|cức
靮	đích
靳	cận
靴	ngoa
靶	bá
靷	dẫn
靺	mạt
靼	đát
靿	áo
鞀	đào
鞄	bạc|bào (14 n)
鞅	ưởng
鞋	hài
鞍	an
鞏	củng
鞑	thát
鞔	man
鞘	sao
鞚	khống
鞠	cúc
鞦	thu
鞧	thu
鞨	hạt
鞫	cúc
鞬	kiện
鞭	tiên
鞯	tiên
鞲	câu
鞳	tháp
鞴	bị
鞵	hài
鞶	bàn
鞹	khuếch|khoác
鞺	thang
鞾	ngoa
韁	cương
韃	thát
韆	thiên
韈	vạt|miệt
韉	tiên
韋	vi
韌	nhận
韍	phất
韓	hàn
韔	sướng
韘	thiếp|nhiếp
韙	vĩ
韛	bị
韜	thao
韝	câu
韞	uẩn
韠	tất
韡	vĩ
韤	vạt
韦	vi
韧	nhận
韩	hàn
韪	vĩ
韫	uẩn
韬	thao
韭	cửu
韮	phỉ
音	âm
韵	vận
韶	thiều
韻	vận
響	hưởng
頁	hiệt
頂	đính
頃	khoảnh|khuynh|khuể
項	hạng
順	thuận
頇	han
須	tu
頊	húc
頌	tụng
頎	kì|khẩn
頏	hàng|kháng
預	dự
頑	ngoan
頒	ban|phân
頓	đốn
頖	phán
頗	pha|phả
領	lĩnh
頞	át
頡	hiệt
頣	di
頦	hài (15 n)
頫	phủ|thiếu
頭	đầu
頮	hối
頰	giáp
頷	hạm
頸	cảnh
頹	đồi
頻	tần
顆	khỏa
顇	tụy
顋	tai
題	đề
額	ngạch
顎	ngạc
顏	nhan
顒	ngung
顓	chuyên
願	nguyện
顙	tảng
顚	điên
類	loại
顢	man
顣	túc|xúc
顥	hạo|hiệu
顦	tiều
顧	cố
顫	chiến|đản
顬	nhu (23 n)
顯	hiển
顰	tần
顱	lô
顳	nhiếp
顴	quyền
页	hiệt
顶	đính
顷	khoảnh|khuynh|khuể
顸	han
项	hạng
顺	thuận
须	tu
顼	húc
顽	ngoan
顾	cố
顿	đốn
颀	kì|khẩn
颁	ban|phân
颂	tụng
颃	hàng|kháng
预	dự
颅	lô
领	lĩnh
颇	pha|phả
颈	cảnh
颉	hiệt
颊	giáp
颏	hài (15 n)
频	tần
颓	đồi
颔	hạm
颖	dĩnh
颗	khỏa
题	đề
颚	ngạc
颛	chuyên
颜	nhan
额	ngạch
颞	nhiếp
颟	man
颡	tảng
颢	hạo|hiệu
颤	chiến|đản
颦	tần
颧	quyền
風	phong
颭	triển
颯	táp
颶	cụ
颸	ti
颺	dương
颻	diêu
颼	sưu
飂	liêu
飄	phiêu
飅	lưu
飆	tiên
风	phong
飒	táp
飓	cụ
飕	sưu
飘	phiêu
飙	tiên
飛	phi
飜	phiên
飞	phi
食	thực|tự
飢	cơ
飣	đính
飥	thác
飧	sôn|tôn|san
飨	hưởng
飩	đồn
飪	nhẫm
飫	ứ|ốc
飭	sức
飮	ẩm|ấm
飯	phạn|phãn
飱	san
飴	di|tự
飼	tự
飽	bão
飾	sức
餂	thiểm
餃	giáo
餅	bính
餈	tư
餉	hướng
養	dưỡng|dượng
餌	nhị
餍	yếm
餐	xan
餑	bột
餒	nỗi
餓	ngạ
餔	bô
餕	tuấn
餖	đậu
餗	tốc
餘	dư
餙	sức
餚	hào
餛	hồn
餞	tiễn
餠	bính
餡	hãm
餧	ủy|nỗi
館	quán
餬	hồ
餮	thiết
餱	hầu
餲	ế|ái|át
餳	đường
餵	ủy
餺	bác
餻	cao
餼	hí|hi|khái
餽	quỹ
餾	lựu
餿	sưu
饁	diệp|ấp
饅	man
饇	ốc
饈	tu
饉	cận
饊	tản
饋	quỹ
饌	soạn
饐	ý
饑	cơ|ky
饒	nhiêu
饔	ung
饕	thao
饗	hưởng
饘	chiên
饜	yếm
饝	ma
饞	sàm
饟	hướng
饥	cơ
饧	đường
饨	đồn
饩	hí|hi|khái
饪	nhẫm
饫	ứ|ốc
饬	sức
饭	phạn|phãn
饯	tiễn
饰	sức
饱	bão
饲	tự
饴	di|tự
饵	nhị
饶	nhiêu
饷	hướng
饺	giáo
饼	bính
饽	bột
饿	ngạ
馀	dư
馁	nỗi
馄	hồn
馅	hãm
馆	quán
馈	quỹ
馊	sưu
馋	sàm
馏	lựu
馐	tu
馑	cận
馒	man
馔	soạn
首	thủ|thú
馘	quắc
香	hương
馥	phức|phốc
馨	hinh
馬	mã
馭	ngự
馮	phùng|bằng
馱	đà|đạ
馳	trì
馴	tuần
馹	nhật
駁	bác
駈	khu
駉	quynh
駐	trú
駑	nô
駒	câu
駔	tảng|tổ
駕	giá
駘	đài|thai|đãi
駙	phụ|phò
駛	sử
駝	đà
駟	tứ
駢	biền
駭	hãi
駮	bác
駱	lạc
駸	xâm
駿	tuấn
騁	sính
騂	tuynh|tinh
騃	ngãi|ngai
騈	biền
騌	tông
騎	kị
騏	kỳ
騐	nghiệm
騑	phi
騖	vụ
騙	phiến
騣	tông
騧	qua|quai
騫	khiên|kiển
騭	chất
騰	đằng
騶	sô
騷	tao
騸	phiến
騾	loa
驀	mạch
驁	ngao|ngạo
驂	tham
驃	phiếu
驄	thông
驅	khu
驊	hoa
驍	kiêu
驑	lưu
驕	kiêu
驗	nghiệm
驘	loa
驚	kinh
驛	dịch
驝	thác
驟	sậu
驢	lư
驤	tương
驥	kí
驩	hoan
驪	ly
马	mã
驭	ngự
驮	đà|đạ
驯	tuần
驰	trì
驱	khu
驳	bác
驴	lư
驵	tảng|tổ
驶	sử
驷	tứ
驸	phụ|phò
驹	câu
驺	sô
驻	trú
驼	đà
驽	nô
驾	giá
驿	dịch
骀	đài|thai|đãi
骁	kiêu
骂	mạ
骄	kiêu
骅	hoa
骆	lạc
骇	hãi
骈	biền
骊	ly
骋	sính
验	nghiệm
骏	tuấn
骐	kỳ
骑	kị
骖	tham
骗	phiến
骘	chất
骚	tao
骛	vụ
骜	ngao|ngạo
骞	khiên|kiển
骟	phiến
骠	phiếu
骡	loa
骢	thông
骤	sậu
骥	kí
骧	tương
骨	cốt
骫	ủy
骭	cán
骯	khảng
骰	đầu
骱	giới
骳	bí
骷	khô
骸	hài
骼	cách
骽	thối
骾	ngạnh
髀	bễ
髁	khỏa
髅	lâu
髌	bận|tẫn
髏	lâu
髑	độc
髒	tảng
髓	tủy
體	thể
髕	bận|tẫn
高	cao
髟	tiêu|bưu
髠	khôn
髢	thế
髣	phảng
髤	hưu
髥	nhiêm
髦	mao
髩	tấn
髫	thiều
髭	tì
髮	phát
髯	nhiêm
髹	hưu
髻	kế|kết
鬁	lị
鬂	tấn
鬃	tông
鬄	thế
鬆	tông
鬈	quyền
鬉	tông
鬋	tiên
鬌	đỏa
鬍	hồ
鬎	thích
鬐	kì
鬒	chẩn
鬓	tấn|mấn
鬙	man
鬚	tu
鬝	gian
鬟	hoàn
鬢	tấn|mấn
鬣	liệp
鬥	đấu
鬧	nháo|náo
鬨	hống
鬩	huých
鬪	đấu
鬫	hám
鬬	đấu
鬮	cưu
鬯	sưởng
鬱	uất
鬲	cách|lịch
鬴	phũ
鬵	tẩm
鬻	chúc|dục
鬼	quỷ
魁	khôi
魂	hồn
魃	bạt
魄	phách|thác|bạc
魅	mị
魇	yểm
